"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"San Luis Potosí","COVID-19","Programas Fiscales","Condonación de pago de impuesto","PYMES","Incentivos Fiscales","Incentivos fiscales para proteger el aparato productivo y el empleo","Se amplía el plazo para el pago del impuesto sobre nóminas, correspondiente a los meses de marzo a julio. En el caso de empresas de hasta 50 trabajadores, se otorga un estímulo por el 100 % del impuesto sobre nóminas, causado en los meses de marzo a junio, con el objetivo de conservar la planta laboral.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Emprendedores","Apoyos económicos a personas y sectores productivos afectados","Se considera la colocación de financiamientos por 250 MDP para 25 mil emprendedoras y jefas de familia y emprendedores de la economía social, con créditos de hasta 10 mil pesos a una tasa anual de 0 por ciento.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Incentivos fiscales para proteger el aparato productivo y el empleo","Recursos financieros por 104 millones de pesos para micro y pequeños empresarios, con créditos de hasta 50 mil pesos a una tasa anual del 6 por ciento, y 400 millones de pesos para micro y pequeños empresarios, con tasas preferenciales y con periodo de gracia de hasta cuatro meses en capital.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Ayuntamientos","Incentivos Fiscales","Incentivos fiscales para proteger el aparato productivo y el empleo","Estímulo fiscal equivalente al 100 por ciento del impuesto sobre nóminas correspondiente a todo el ejercicio fiscal 2020, a favor de los ayuntamientos del estado, a fin de que destinen estos recursos para hacer frente a la contingencia sanitaria en sus municipios.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Turismo (Hoteles y Servicios Turísticos)","Turismo","Incentivos fiscales para proteger el aparato productivo y el empleo","Se concede un estímulo de 100 por ciento en materia del impuesto sobre hospedaje para los contribuyentes de este tributo, por los meses de abril a junio.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Turismo (Hoteles y Servicios Turísticos)","Incentivos Fiscales","Incentivos fiscales para proteger el aparato productivo y el empleo","Para el turismo se establecen estímulos fiscales del 100 por ciento en el impuesto sobre nómina para establecimientos de hasta 50 trabajadores y 100 por ciento en el impuesto sobre hospedaje de marzo a junio.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Población General","Comercios locales","Apoyos económicos a personas y sectores productivos afectados","Se convocará a la ciudadanía para que sus consumos se realicen en establecimientos locales.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Informal","MIPYMES","Apoyos económicos a personas y sectores productivos afectados","Apoyo en equipamiento y crédito para beneficiar a 600 locatarios de mercados en el estado.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas Fiscales","Compras Gubernamentales
","Población General","Obra pública","Infraestructura y compras gubernamentales","Se establece la continuidad de obras viales en la Zona Metropolitana, así como infraestructura básica al interior de la entidad y compras del Gobierno del Estado,por un total de 1,862 MDP.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"San Luis Potosí","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Apoyos sociales y alimentarios","En materia de apoyos sociales alimentarios para población vulnerable se consideran 256 MDP, donde destaca la distribución de 220 mil despensas con apoyo de los ayuntamientos. Los insumos de desayunos escolares se entregarán a las madres de familia mientras persista la suspensión de clases por la contingencia. Esto se realizará con apoyo de los DIF municipales. El alcance es de 165 mil familias.","Contingencia y Nueva Normalidad",,"El Financiero","https://www.elfinanciero.com.mx/estados/juan-manuel-carreras-anuncia-paquete-por-mas-de-3-200-mdp-para-slp-ante-contingencia-por-covid-19","43918.0"
"Tabasco","COVID-19","Programas de Estímulo Económico","Obra Pública","Sector de la Construcción","Obra pública","Mensaje Gobernador","Se planea continuar con los proyectos de obra pública del estado, y se trabaja en la readecuación del presupuesto para ayudar a las familias más vulnerables.","Contingencia Sanitaria","3.0E9","Página web oficial del gobierno de Tabasco","https://tabasco.gob.mx/noticias/nada-detendra-el-progreso-de-tabasco-adan-augusto","43928.0"
"Tabasco","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","Restaurantes y Tiendas","Comercios locales","Medidas SEDEC Tabasco","Anuncia Sedec plataforma “Lo que somos Tabasco”; ofrecen productos y servicios a domicilio","Contingencia Sanitaria",,"Página web oficial del gobierno de Tabasco; Lo que somos Tabasco, plataforma para ofrecer productos a domicilio.","https://tabasco.gob.mx/noticias/anuncia-sedec-plataforma-lo-que-somos-tabasco-ofrecen-productos-y-servicios-domicilio","43924.0"
"Colima","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Programa Emergente de Atención Alimentaria","Entrega de 29,026 despensas.a 10 mil colimenses.","Contingencia Sanitaria",,"Comunicación Oficial del gobierno del estado el 16 de mayo del 2020.","http://www.col.gob.mx/Portal/detalle_noticia/NDA3MDg=","43967.0"
"Colima","COVID-19","Programas Fiscales","Condonación de pago de impuesto","MIPYMES","MIPYMES","Medidas fiscales","Queda condonado el 100% del pago del Impuesto Sobre Nómina durante los meses de marzo, abril y mayo para empresas formalmente registradas, que estén al corriente con su obligación y con una plantilla laboral de hasta 10 trabajadores, según la Secretaría de Planeación y Finanzas (Seplafin).","Contingencia Sanitaria",,"Pagina web del gobierno de Colima: Gobierno del Estado condona impuestos ante contingencia","http://www.col.gob.mx/Portal/detalle_noticia/NDAwNjg=","43923.0"
"Chiapas","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","MIPYMES","MIPYMES","Crédito a MIPYMES","Crédito a la palabra para más de 60,000 empresas hasta por 25 mil pesos, pagaderos en tres años y con un tiempo de gracia, para que la gente pueda tener como ayudar a sus empresas. Interés bajo de 6.5%","Contingencia y Nueva Normalidad","25000.0","Anuncio del gobernador en Twitter el 16 de abril del 2020.","https://twitter.com/RutilioEscandon/status/1250825116784754688","16/4/2020"
"Chiapas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Apoyos sociales y alimentarios","Donación de parte del sueldo de los trabajadores del Estado de Chiapas para llevar alimento a los más vulnerables durante la contingencia","Contingencia Sanitaria",,"Anuncio del gobernador en Twitter el 19 de abril del 2020.","https://twitter.com/RutilioEscandon/status/1251898216561496065","43940.0"
"Campeche","COVID-19","Programas de Asistencia Social","Vales y Despensas","Pueblos Originarios","Apoyos alimenticios",,"Programa de Seguridad Alimentaria priorizando a las comunidades indígenas","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Asistencia Social","Condonación de pago de servicio","Población General","Servicios",,"Subsidio del 50% en el recibo de electricidad -dentro de la tarifa de verano a partir del 1 de abril y hasta el 30 septiembre- a 266 mil familias del estado, que no sobrepasen los Kilowatt- hora establecidos por municipio. Esto significa inyectar recursos de forma directa para contribuir al gasto familiar.","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Estímulo Económico","Obra Pública","Sector de la Construcción","Obra pública",,"Inversión de 2,400 millones de pesos en obra pública en los 11 municipios del estado contratando y adquiriendo el material en empresas campechanas.","Contingencia Sanitaria","2400 mdp","Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Estímulo Económico","Préstamos","PYMES","PYMES",,"Entrega de créditos y microcréditos a pequeñas y medianas empresas a través de BanCampeche, respetando la moratoria de pago a aquellos que tengan créditos vigentes y lo requieran","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector Agrícola-Ganadero-Pesquero","Sector pesquero",,"Adelanto del pago del Programa de Veda y Baja Captura en apoyo a pescadores, ribereños, de altura y permisionarios.","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Estímulo Económico","Pago a proveedores","Proveedores","Proveedores",,"Pago a proveedores del Gobierno del Estado con facturas tramitadas hasta el 31 de marzo","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Ayuntamientos","Planeación gubernamental",,"Entrega a los ayuntamientos de recursos por conceptos de derecho que tradicionalmente se otorgaban en el segundo semestre del año, para que puedan atender con puntualidad esta emergencia","Contingencia Sanitaria",,"Gobierno del estado","https://www.campeche.gob.mx/noticias/3115-mensaje-integro-covid-19","43929.0"
"Campeche","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población General","Abastecimiento",,"El 26 de marzo se instaló el Comité de Abasto para fortalecer la cadena de alimentación, así como la prestación de bienes y servicios.","Contingencia Sanitaria",,"Gobierno del estado de Campeche. Medidas tomadas en Campeche","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","Todas las Empresas","Comercios locales",,"Impulso al comercio electrónico y a la fluidez de la cadena de suministro a través de herramientas digitales para persuadir, incentivar y motivar la compra local.","Contingencia y Nueva Normalidad",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Todas las Empresas","Comercios locales",,"Acciones coordinadas con plataformas digitales locales de <i>delivery</i>.","Contingencia Sanitaria",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Todas las Empresas","Comercios locales",,"Lanzamiento del Directorio electrónico #CompraLocal, herramienta digital para el comercio local entre consumidores y empresas.","Contingencia y Nueva Normalidad",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Todas las Empresas","Comercios locales",,"Actualización de la APP móvil Consume Campeche para la compra y entrega a domicilio de productos locales directamente desde la aplicación en el celular.","Contingencia y Nueva Normalidad",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Todas las Empresas","Comercios locales",,"Lanzamiento de la campaña ""Vamos a salir adelante"" para promover el consumo en las empresas locales y mantener activa la economía de forma colaborativa.","Contingencia y Nueva Normalidad",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
"Campeche","COVID-19","Programas de Estímulo Económico","Préstamos","Todas las Empresas","MIPYMES",,"De forma inmediata se abrirá un Programa de Financiamiento Emergente para las empresas de la entidad.","Contingencia Sanitaria",,"Medidas tomadas en Campeche frente al COVID-19","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasCampeche.pptx","16/4/2020"
